#Transcript position	Transcript coverage profile
0.0	0.07272911835781787
1.0	0.0735994838748403
2.0	0.05565077864464802
3.0	0.03283910071569783
4.0	0.03205474517689374
5.0	0.03206365158730685
6.0	0.03360029605622455
7.0	0.033003789809001774
8.0	0.03827367957007648
9.0	0.022700349942062454
10.0	0.04224520271172417
11.0	0.040132143928035637
12.0	0.0671821827594926
13.0	0.018392983343810253
14.0	0.019531204979236598
15.0	0.018100092374676812
16.0	0.014447444183214933
17.0	0.012184142117874986
18.0	0.0109495185506928
19.0	0.028181143837425163
20.0	0.029922028414200958
21.0	0.014572397938348254
22.0	0.0325782610137137
23.0	0.018373386627135807
24.0	0.029925450384618295
25.0	0.05054908156072669
26.0	0.042547247070432094
27.0	0.029711505692524242
28.0	0.035738910489202746
29.0	0.03981304733069994
30.0	0.013709662132368306
31.0	0.020568783894067015
32.0	0.01670285049187799
33.0	0.0201233766247514
34.0	0.011645920600937061
35.0	0.031077564908205367
36.0	0.044562594734228765
37.0	0.035893934552437785
38.0	0.02884517776802385
39.0	0.01734525641236127
40.0	0.04557892224546115
41.0	0.041837417060064545
42.0	0.03089952771026419
43.0	3.5829451809387314E-4
44.0	0.05934323710901807
45.0	0.058716515385004754
46.0	0.03743392539852207
47.0	0.008613876522597836
48.0	0.034373374388073
49.0	0.03667293135966084
50.0	0.019447238730227325
51.0	0.015806347574644733
52.0	0.03407927292813875
53.0	0.021735385158582504
54.0	0.015089399636725367
55.0	0.04093062278316439
56.0	0.03194745385073641
57.0	0.024556975216475173
58.0	0.01883981594385822
59.0	0.05143507425584819
60.0	0.01963490826939927
61.0	0.026132167457204213
62.0	0.015685160587437824
63.0	0.03455971944449239
64.0	0.015433647250194476
65.0	0.017772468901284297
66.0	0.03445385430530902
67.0	0.02869984551902103
68.0	0.02390134418520278
69.0	0.05852042666430611
70.0	0.0493476984909945
71.0	0.015956537354721363
72.0	0.023463275522807206
73.0	0.016590453592204856
74.0	0.0034582299551720688
75.0	0.00930909660012017
76.0	0.04064795187651248
77.0	0.039060492311692285
78.0	0.06826345661402591
79.0	0.04042310855994458
80.0	0.02019167151679614
81.0	0.02977181123259924
82.0	0.0032070654932735265
83.0	0.043589118463243856
84.0	0.04064961068574963
85.0	0.012849082303608556
86.0	0.04555061785590265
87.0	0.040619283593095815
88.0	0.05008313434324559
89.0	0.03123460618903159
90.0	0.06493358370426285
91.0	0.10168106563286274
92.0	0.06036221003190817
93.0	0.07543625525276842
94.0	0.07844109537901986
95.0	0.06398228065812377
96.0	0.14328735493727882
97.0	0.13183322096269953
98.0	0.25829998471092996
99.0	0.09909738993780973
