#Transcript position	Transcript coverage profile
0.0	0.11232064940688694
1.0	0.09581733862968844
2.0	0.0861746043690075
3.0	0.05762392985044242
4.0	0.05985058597027852
5.0	0.038267117440024256
6.0	0.017849949482912873
7.0	0.009953260346806863
8.0	0.025830012338033344
9.0	0.030938923791283386
10.0	0.028687471021475792
11.0	0.015247072657932292
12.0	0.01929839665797012
13.0	0.01519803069544425
14.0	0.02819449810128765
15.0	0.01218927510216353
16.0	0.013792968428746454
17.0	0.01860226214947168
18.0	0.024974495555181102
19.0	0.029327856717103303
20.0	0.046133210368558095
21.0	0.04001299875859658
22.0	0.018458094091858147
23.0	0.032711899168123046
24.0	0.025363360867895608
25.0	0.040737943446091746
26.0	0.028933857123174866
27.0	0.04203697870229206
28.0	0.04332585618153258
29.0	0.05302569164758943
30.0	0.028203416226172402
31.0	0.027387163158680585
32.0	0.04066256388202619
33.0	0.012011408053990858
34.0	9.330534173081409E-4
35.0	0.015980281817204005
36.0	0.01524541067497566
37.0	0.010341516210486188
38.0	0.037158366069416415
39.0	0.05606744977067481
40.0	0.021203698984328664
41.0	0.02672387470906398
42.0	0.01720081225453609
43.0	0.03681354935393868
44.0	0.022507466373457564
45.0	0.03765735206543332
46.0	0.06041905217625871
47.0	0.040813344301856284
48.0	0.03499457601107242
49.0	0.037637526294481194
50.0	0.030712103568078897
51.0	0.020240380438898486
52.0	0.043786506406046276
53.0	0.03154016866819363
54.0	0.0035111423820796644
55.0	0.0019911113671475613
56.0	0.02251072479683512
57.0	0.05432938308035095
58.0	0.029383399836585822
59.0	0.030535244481003768
60.0	0.020225421109288714
61.0	0.01811168828066492
62.0	0.01339692777591131
63.0	0.04270339355881747
64.0	0.023544187577978302
65.0	0.01192591557118089
66.0	0.018585866614454154
67.0	0.02164224309437582
68.0	0.015420155129388926
69.0	0.01481990922000172
70.0	0.014873485560440335
71.0	0.011787678502923844
72.0	0.06009308058613639
73.0	0.0394042084486049
74.0	0.06444421941822363
75.0	0.020300768154023444
76.0	0.0275958100708768
77.0	0.06407222407562657
78.0	0.043453906898747986
79.0	0.011854588739803076
80.0	0.04593902331643121
81.0	0.03740369968674714
82.0	0.036320146805307735
83.0	0.025712666400015655
84.0	0.05773091820462677
85.0	0.057403871746038934
86.0	0.03531536585890953
87.0	0.07416342214122423
88.0	0.047252127498523325
89.0	0.04513808902619976
90.0	0.029287804301398747
91.0	0.08589117199292208
92.0	0.09036279608086625
93.0	0.03148472025134485
94.0	0.04529107836094509
95.0	0.04920942909005363
96.0	0.10526500252741809
97.0	0.1471705771924006
98.0	0.14366333772644332
99.0	0.09124988095041138
